,445,In Silence,Ruth ,Sidransky ,1990,U.S.,Autobiographies and Memoirs,In Silence,Ruth ,Sidransky ,,WAYS OF KNOWING,North America,U.S.,,,,
,446,I Heard the Owl Call My Name,Margaret ,Craven ,1973,Canada,Novels,I Heard the Owl Call My Name,Margaret ,Craven ,,WAYS OF KNOWING,North America,Canada,,,,
,447,How We Survived Communism and Even Laughed,Slavenka ,Drakulić ,1991,Europe (general),Essays,How We Survived Communism and Even Laughed,Slavenka ,Drakulić ,,WAYS OF KNOWING,Europe,Europe (general),Croatia,,,
,448,"Dreams of an Insomniac: Jewish Feminist Essays, Speeches and Diatribes",Irena ,Klepfisz ,1990,U.S.,Essays,"Dreams of an Insomniac: Jewish Feminist Essays, Speeches and Diatribes",Irena ,Klepfisz ,,WAYS OF KNOWING,North America,U.S.,,,X,
tr,449,Dinner at the Homesick Restaurant,Anne ,Tyler ,1982,U.S.,Novels,Dinner at the Homesick Restaurant,Anne ,Tyler ,,WAYS OF KNOWING,North America,U.S.,,,,
,450,Ceremony,Leslie Marmon ,Silko ,1977,U.S.,Novels,Ceremony,Leslie Marmon ,Silko ,,WAYS OF KNOWING,North America,U.S.,,X,,
,451,"Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment",Patricia Hill ,Collins ,1990,U.S.,Nonfiction,"Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment",Patricia Hill ,Collins ,,WAYS OF KNOWING,North America,U.S.,,X,,
,452,AIDS and Its Metaphors,Susan ,Sontag ,1989,U.S.,Essays,AIDS and Its Metaphors,Susan ,Sontag ,,WAYS OF KNOWING,North America,U.S.,,,,
"WIVES, LOVERS, AND PARTNERS (Read: 1)",,,,,,,,,,,,"WIVES, LOVERS, AND PARTNERS",,,,,,
,453,Nightwood,Djuna ,Barnes ,1937,U.S.,Novels,Nightwood,Djuna ,Barnes ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,,X,
tr,454,Possession,A. S. ,Byatt ,1990,England,Novels,Possession,A. S. ,Byatt ,,"WIVES, LOVERS, AND PARTNERS",Europe,England,,,,
r,455,Wuthering Heights,Emily ,Brontë ,1847,England,Novels,Wuthering Heights,Emily ,Brontë ,,"WIVES, LOVERS, AND PARTNERS",Europe,England,,,,
,456,"The Works of Alice Dunbar-Nelson, Volume I",Alice ,Dunbar-Nelson ,1895,U.S.,Short Stories,"The Works of Alice Dunbar-Nelson, Volume I",Alice ,Dunbar-Nelson ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,X,,
,457,Why Is There Salt in the Sea?,Brigitte ,Schwaiger ,1977,Germany,Novels,Why Is There Salt in the Sea?,Brigitte ,Schwaiger ,,"WIVES, LOVERS, AND PARTNERS",Europe,Germany,,,,
,458,The Tenant of Wildfell Hall,Anne ,Brontë ,1848,England,Novels,The Tenant of Wildfell Hall,Anne ,Brontë ,,"WIVES, LOVERS, AND PARTNERS",Europe,England,,,,
,459,Stones for Ibarra,Harriet ,Doerr ,1985,Mexico,Novels,Stones for Ibarra,Harriet ,Doerr ,,"WIVES, LOVERS, AND PARTNERS",North America,Mexico,U.S.,,,
,460,The Stillborn,Zaynab ,Alkali ,1988,Nigeria,Novels,The Stillborn,Zaynab ,Alkali ,,"WIVES, LOVERS, AND PARTNERS",Africa,Nigeria,,,,
,461,A Small Country,Siân ,James ,1979,Wales,Novels,A Small Country,Siân ,James ,,"WIVES, LOVERS, AND PARTNERS",Europe,Wales,,,,
,462,The Samaritan Treasure,Marianne ,Luban ,1990,U.S.,Short Stories,The Samaritan Treasure,Marianne ,Luban ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,,,
,463,The Riverhouse Stories: How Pubah S. Queen and Lazy LaRue Save the World,Andrea ,Carlisle ,1986,U.S.,Short Stories,The Riverhouse Stories: How Pubah S. Queen and Lazy LaRue Save the World,Andrea ,Carlisle ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,,X,
,464,Ramona,Helen Hunt ,Jackson ,1884,U.S.,Novels,Ramona,Helen Hunt ,Jackson ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,X,,
,465,The Princess of Cleves,Madame ,de La Fayette ,1678,France,Novels,The Princess of Cleves,Madame ,de La Fayette ,,"WIVES, LOVERS, AND PARTNERS",Europe,France,,,,
,466,Pembroke,Mary E. Wilkins ,Freeman ,1893,U.S.,Novels,Pembroke,Mary E. Wilkins ,Freeman ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,,,
,467,Nora: A Biography of Nora Joyce,Brenda ,Maddox ,1988,Ireland,Biographies,Nora: A Biography of Nora Joyce,Brenda ,Maddox ,,"WIVES, LOVERS, AND PARTNERS",Europe,Ireland,U.S.,,,
,468,The Lone Pilgrim and Other Stories,Laurie ,Colwin ,1981,U.S.,Short Stories,The Lone Pilgrim and Other Stories,Laurie ,Colwin ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,,,
tr,469,"Like Water for Chocolate: A Novel in Monthly Installments, with Recipes, Romances and Home Remedies",Laura ,Esquivel ,1992,Mexico,Novels,"Like Water for Chocolate: A Novel in Monthly Installments, with Recipes, Romances and Home Remedies",Laura ,Esquivel ,,"WIVES, LOVERS, AND PARTNERS",North America,Mexico,,,,
,470,Lantern Slides,Edna ,O'Brien ,1990,Ireland,Short Stories,Lantern Slides,Edna ,O'Brien ,,"WIVES, LOVERS, AND PARTNERS",Europe,Ireland,,,,
,471,Indiana,George ,Sand ,1832,France,Novels,Indiana,George ,Sand ,,"WIVES, LOVERS, AND PARTNERS",Europe,France,,,,Amantine Aurore Lucile Dupin aka Baroness Dudevant
,472,Incantations and Other Stories,Anjana ,Appachana ,1992,India,Short Stories,Incantations and Other Stories,Anjana ,Appachana ,,"WIVES, LOVERS, AND PARTNERS",Asia,India,,,,
,473,The Impenetrable Madame X,Griselda ,Gambaro ,1984,Argentina,Novels,The Impenetrable Madame X,Griselda ,Gambaro ,,"WIVES, LOVERS, AND PARTNERS",South and Central America,Argentina,,,,
,474,Homemade Love,J. California ,Cooper ,1986,U.S.,Short Stories,Homemade Love,J. California ,Cooper ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,X,,
,475,The Heptameron,Marguerite ,de Navarre ,1558,France,Short Stories,The Heptameron,Marguerite ,de Navarre ,,"WIVES, LOVERS, AND PARTNERS",Europe,France,,,,
,476,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie ,Flagg ,1988,U.S.,Novels,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie ,Flagg ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,,X,
,477,A Farm Under a Lake,Martha ,Bergland ,1989,U.S.,Novels,A Farm Under a Lake,Martha ,Bergland ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,,,
,478,Disappearing Acts,Terry ,McMillan ,1989,U.S.,Novels,Disappearing Acts,Terry ,McMillan ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,X,,
,479,The Day I Began My Studies in Philosophy and Other Stories,Margareta ,Ekström ,1989,Sweden,Short Stories,The Day I Began My Studies in Philosophy and Other Stories,Margareta ,Ekström ,,"WIVES, LOVERS, AND PARTNERS",Europe,Sweden,,,,
,480,"The Coquette, or, The History of Eliza Wharton",Hannah Webster ,Foster ,1797,U.S.,Novels,"The Coquette, or, The History of Eliza Wharton",Hannah Webster ,Foster ,,"WIVES, LOVERS, AND PARTNERS",North America,U.S.,,,,
,481,Constance Ring,Amalie ,Skram ,1885,Norway,Novels,Constance Ring,Amalie ,Skram ,,"WIVES, LOVERS, AND PARTNERS",Europe,Norway,,,,
,482,Changes in Latitude,Joana McIntyre ,Varawa ,1990,Fiji,Autobiographies and Memoirs,Changes in Latitude,Joana McIntyre ,Varawa ,,"WIVES, LOVERS, AND PARTNERS",Oceania,Fiji,U.S.,,,
,483,Changes,Ama Ata ,Aidoo ,1991,Ghana,Novels,Changes,Ama Ata ,Aidoo ,,"WIVES, LOVERS, AND PARTNERS",Africa,Ghana,,,,
WORK (Read: 0),,,,,,,,,,,,WORK,,,,,,
,484,Women and Appletrees,Moa ,Martinson ,1933,Sweden,Novels,Women and Appletrees,Moa ,Martinson ,,WORK,Europe,Sweden,,,,
,485,Windbreak: A Woman Rancher on the Northern Plains,Linda ,Hasselstrom ,1987,U.S.,"Diaries, Journals, and Letters",Windbreak: A Woman Rancher on the Northern Plains,Linda ,Hasselstrom ,,WORK,North America,U.S.,,,,
,486,A Week Like Any Other: Novellas and Stories,Natalya ,Baranskaya ,1969,Russia,Short Stories,A Week Like Any Other: Novellas and Stories,Natalya ,Baranskaya ,,WORK,Europe,Russia,,,,
,487,Storm in the Village,Miss ,Read ,1959,England,Novels,Storm in the Village,Miss ,Read ,,WORK,Europe,England,,,,Dora Jessie Saint
,488,Ruth Hall and Other Writings,Fanny ,Fern ,1855,U.S.,Novels,Ruth Hall and Other Writings,Fanny ,Fern ,,WORK,North America,U.S.,,,,Sara Payson Willis Parton
,489,Rosie the Riveter Revisited,Sherna Berger ,Gluck ,1987,U.S.,Interviews and Oral History,Rosie the Riveter Revisited,Sherna Berger ,Gluck ,,WORK,North America,U.S.,,,,
,490,One Pair of Hands,Monica ,Dickens ,1939,England,Nonfiction,One Pair of Hands,Monica ,Dickens ,,WORK,Europe,England,,,,
,491,More Work for Mother: The Ironies of Household Technology from the Open Hearth to the Microwave,Ruth Schwartz ,Cowan ,1983,U.S.,Nonfiction,More Work for Mother: The Ironies of Household Technology from the Open Hearth to the Microwave,Ruth Schwartz ,Cowan ,,WORK,North America,U.S.,,,,
,492,"A Midwife's Tale: The Life of Martha Ballard, Based on Her Diary 1785-1812",Laurel Thatcher ,Ulrich ,1990,U.S.,Nonfiction,"A Midwife's Tale: The Life of Martha Ballard, Based on Her Diary 1785-1812",Laurel Thatcher ,Ulrich ,,WORK,North America,U.S.,,,,
,493,A Midwife's Story,Penny ,Armstrong,1986,U.S.,Nonfiction,A Midwife's Story,Penny ,Armstrong,Sheryl Feldman,WORK,North America,U.S.,,,,
,494,Like One of the Family: Conversations from a Domestic's Life,Alice ,Childress ,1956,U.S.,Short Stories,Like One of the Family: Conversations from a Domestic's Life,Alice ,Childress ,,WORK,North America,U.S.,,X,,
,495,Lady's Maid,Margaret ,Forster ,1990,England,Novels,Lady's Maid,Margaret ,Forster ,,WORK,Europe,England,,,,
,496,An Imagined World: A Story of Scientific Discovery,June ,Goodfield ,1981,U.S.,Nonfiction,An Imagined World: A Story of Scientific Discovery,June ,Goodfield ,,WORK,North America,U.S.,,,,
tr,497,The Home-Maker,Dorothy ,Canfield ,1924,U.S.,Novels,The Home-Maker,Dorothy ,Canfield ,,WORK,North America,U.S.,,,,
,498,Fruit Fields in My Blood: Okie Migrants in the West,Toby ,Sonneman ,1992,U.S.,Nonfiction,Fruit Fields in My Blood: Okie Migrants in the West,Toby ,Sonneman ,,WORK,North America,U.S.,,,,
,499,Forged Under the Sun/Forjado bajo el sol: The Life of María Elena Lucas,María Elena ,Lucas,1993,U.S.,Interviews and Oral History,Forged Under the Sun/Forjado bajo el sol: The Life of María Elena Lucas,María Elena ,Lucas,Fran Leeper Buss,WORK,North America,U.S.,,X,,
,500,Doc Susie: The True Story of a Country Physician in the Colorado Rockies,Virginia ,Cornell ,1991,U.S.,Biographies,Doc Susie: The True Story of a Country Physician in the Colorado Rockies,Virginia ,Cornell ,,WORK,North America,U.S.,,,,
,501,Daughter of Persia,Sattareh Farman ,Farmaian,1992,Iran,Autobiographies and Memoirs,Daughter of Persia,Sattareh Farman ,Farmaian,Dona Munker,WORK,Middle East,Iran,,,,
,502,Composing a Life,Mary Catherine ,Bateson ,1989,U.S.,Nonfiction,Composing a Life,Mary Catherine ,Bateson ,,WORK,North America,U.S.,,,,
,503,Call Home the Heart,Fielding ,Burke ,1932,U.S.,Novels,Call Home the Heart,Fielding ,Burke ,,WORK,North America,U.S.,,,,Olive Tilford Dargan
,504,A Bridge Through Time,Laila ,Abou-Saif ,1985,Egypt,Autobiographies and Memoirs,A Bridge Through Time,Laila ,Abou-Saif ,,WORK,Middle East,Egypt,,,,
,505,Bobbin Up,Dorothy ,Hewett ,1959,Australia,Novels,Bobbin Up,Dorothy ,Hewett ,,WORK,Oceania,Australia,,,,
,506,Blackberry Winter: My Earlier Years,Margaret ,Mead ,1972,U.S.,Autobiographies and Memoirs,Blackberry Winter: My Earlier Years,Margaret ,Mead ,,WORK,North America,U.S.,,,,
,507,"Angie, I Says",Avra ,Wing ,1992,U.S.,Novels,"Angie, I Says",Avra ,Wing ,,WORK,North America,U.S.,,,,
,508,Alva Myrdal: A Daughter's Memoir,Sissela ,Bok ,1991,Sweden,Biographies,Alva Myrdal: A Daughter's Memoir,Sissela ,Bok ,,WORK,Europe,Sweden,,,,
